name,id
$mat_air,air
$mat_aluminium_molten,aluminium_molten
$mat_aluminium_oxide_molten,aluminium_oxide_molten
$mat_aluminium_robot_molten,aluminium_robot_molten
$mat_aluminium,aluminium_robot
$mat_bloodgold_box2d,bloodgold_box2d
$mat_bone_box2d,bone_box2d
$mat_bone_static,bone_static
$mat_burning_powder,burning_powder
$mat_cloth,cloth_box2d
$mat_cocoon_box2d,cocoon_box2d
$mat_corruption_static,corruption_static
$mat_creepy_liquid_emitter,creepy_liquid_emitter
$mat_crystal_purple,crystal_purple
$mat_crystal,crystal_solid
$mat_cursed_liquid,cursed_liquid
$mat_endslime_blood,endslime_blood
$mat_endslime,endslime
$mat_fire_blue,fire_blue
$mat_fungal_gas,fungal_gas
$mat_fungi_creeping,fungi_creeping
$mat_fungi_green,fungi_creeping_secret
$mat_fungi_green,fungi_green
$mat_fungi_trippy,fungus_loose_trippy
$mat_fungisoil,fungus_powder_bad
$mat_fungisoil,rock_static_fungal
$mat_fungisoil,shock_powder
$mat_fungus_loose,fungus_loose
$mat_fungus_loose,fungus_loose_green
$mat_fuse_holy,fuse_holy
$mat_fuse_tnt,fuse_tnt
$mat_fuse,fuse_bright
$mat_gem_box2d_green,gem_box2d_green
$mat_gem_box2d_orange,gem_box2d_orange
$mat_gem_box2d_pink,gem_box2d_pink
$mat_gem_box2d_red,gem_box2d_darksun
$mat_gem_box2d_red,gem_box2d_red
$mat_gem_box2d_red,gem_box2d_red_float
$mat_gem_box2d_red,gem_box2d_yellow_sun
$mat_gem_box2d_red,gem_box2d_yellow_sun_gravity
$mat_gem_box2d_turquoise,gem_box2d_opal
$mat_gem_box2d_turquoise,gem_box2d_turquoise
$mat_gem_box2d_white,gem_box2d_white
$mat_gem_box2d,gem_box2d
$mat_glass_box2d,glass_box2d
$mat_glowstone_altar,glowstone_altar
$mat_glowstone_altar,glowstone_altar_hdr
$mat_glowstone_potion,glowstone_potion
$mat_glowstone,glowstone
$mat_gold_b2,gold_b2
$mat_gold_box2d,gold_box2d
$mat_gold_radioactive,gold_radioactive
$mat_gold_radioactive,gold_static_radioactive
$mat_gold_static_dark,gold_static_dark
$mat_gold_static,gold_static
$mat_grass_loose,cactus
$mat_grass,grass_dark
$mat_ice_acid_glass,ice_acid_glass
$mat_ice_blood_glass,ice_blood_glass
$mat_ice_blood_static,ice_blood_static
$mat_ice_cold_glass,ice_cold_glass
$mat_ice_poison_glass,ice_poison_glass
$mat_ice_radioactive_glass,ice_radioactive_glass
$mat_ice_slime_glass,ice_slime_glass
$mat_ice_slime_static,ice_slime_static
$mat_item_box2d,item_box2d
$mat_item_box2d,item_box2d_glass
$mat_lavasand,lavasand
$mat_liquid_fire_weak,liquid_fire_weak
$mat_liquid_fire,liquid_fire
$mat_magic_crystal,magic_crystal_green
$mat_meat_burned,meat_burned
$mat_meat_confusion,meat_confusion
$mat_meat_cursed,meat_cursed
$mat_meat_cursed,meat_cursed_dry
$mat_meat_done,meat_done
$mat_meat_fast,meat_fast
$mat_meat_frog,meat_frog
$mat_meat_fruit,meat_fruit
$mat_meat_fruit,meat_pumpkin
$mat_meat_fruit,meat_pumpkin
$mat_meat_helpless,meat_helpless
$mat_meat_hot,meat_hot
$mat_meat_polymorph_protection,meat_polymorph_protection
$mat_meat_polymorph,meat_polymorph
$mat_meat_slime_cursed,meat_slime_cursed
$mat_meat_slime_green,meat_slime_green
$mat_meat_slime_orange,meat_slime_orange
$mat_meat_teleport,meat_teleport
$mat_meat_trippy,meat_trippy
$mat_meat_warm,meat_warm
$mat_meat_worm,meat_worm
$mat_meat,item_box2d_meat
$mat_metal_molten,metal_molten
$mat_metal_nohit_molten,metal_nohit_molten
$mat_metal_nohit,metal_chain_nohit
$mat_metal_nohit,metal_nohit
$mat_metal_nohit,metal_wire_nohit
$mat_metal_prop_molten,metal_prop_molten
$mat_metal_prop,metal_prop
$mat_metal_prop,metal_prop_loose
$mat_metal_prop,metal_prop_low_restitution
$mat_metal_rust_barrel,metal_rust_barrel
$mat_metal_rust_molten,metal_rust_molten
$mat_metal_rust,metal_rust
$mat_metal_sand_molten,metal_sand_molten
$mat_metal_sand,metal_sand
$mat_metal,metal
$mat_metal,metal_hard
$mat_midas_precursor,midas_precursor
$mat_midas,midas
$mat_moss_rust,moss_rust
$mat_neon_tube_blood_red,neon_tube_blood_red
$mat_neon_tube_cyan,neon_tube_cyan
$mat_nest_box2d,nest_box2d
$mat_nest_box2d,nest_firebug_box2d
$mat_pea_soup,pea_soup
$mat_peat,peat
$mat_plasma_fading_green,plasma_fading_green
$mat_plasma_fading_pink,plasma_fading_pink
$mat_plasma_fading,plasma_fading_bright
$mat_plastic_molten,plastic_molten
$mat_plastic_prop_molten,plastic_prop_molten
$mat_plastic,plastic_prop
$mat_poison_gas,poison_gas
$mat_poison,poison
$mat_poo_gas,poo_gas
$mat_potion_glass_box2d,potion_glass_box2d
$mat_purifying_powder,purifying_powder
$mat_radioactive_liquid_yellow,radioactive_liquid_yellow
$mat_rock_box2d_hard,poop_box2d_hard
$mat_rock_box2d_hard,rock_box2d_hard
$mat_rock_box2d_nohit_hard,rock_box2d_nohit_hard
$mat_rock_box2d_nohit,rock_box2d_nohit
$mat_rock_box2d,rock_box2d
$mat_rock_hard_border,rock_hard_border
$mat_rock_hard,rock_hard
$mat_rock_magic_bottom,rock_magic_bottom
$mat_rock_magic_gate,rock_magic_gate
$mat_rock_static_cursed_green,rock_static_cursed_green
$mat_rock_static_cursed,rock_static_cursed
$mat_rock_static_grey,rock_static_grey
$mat_rock_static_intro_breakable,rock_static_intro_breakable
$mat_rock_static_intro,rock_static_intro
$mat_rock_static_intro,rock_static_purple
$mat_rock_static_noedge,rock_static_noedge
$mat_rock_static_poison,rock_static_poison
$mat_rock_static_radioactive,rock_static_radioactive
$mat_rock_static_wet,rock_static_wet
$mat_rock_static,rock_static_trip_secret
$mat_rock_static,rock_static_trip_secret2
$mat_rock_vault,rock_vault
$mat_root,root_growth
$mat_rust_static,rust_static
$mat_sand_blue,sand_blue
$mat_sand_static_bright,sand_static_bright
$mat_sand_static_rainforest,sand_static_rainforest
$mat_sand_static_rainforest,sand_static_rainforest_dark
$mat_sand_static_red,sand_static_red
$mat_sand,sand_petrify
$mat_sand,sand_surface
$mat_sandstone,sandstone_surface
$mat_skullrock,skullrock
$mat_slime_green,slime_green
$mat_slime_static,slime_yellow
$mat_smoke_magic,smoke_magic
$mat_sodium,sodium
$mat_soil_dead,soil_dark
$mat_soil_dead,soil_dead
$mat_soil_lush,soil_lush
$mat_soil_lush,soil_lush_dark
$mat_spark_blue,spark_blue
$mat_spark_blue,spark_blue_dark
$mat_spark_green,spark_green
$mat_spark_green,spark_green_bright
$mat_spark_player,spark_player
$mat_spark_purple,spark_purple
$mat_spark_purple,spark_purple_bright
$mat_spark_red,spark_red
$mat_spark_red,spark_red_bright
$mat_spark_teal,spark_teal
$mat_spark_white,spark_white
$mat_spark_white,spark_white_bright
$mat_spark_yellow,spark_yellow
$mat_steam,steam_trailer
$mat_steel_rust_molten,steel_rust_molten
$mat_steel_sand,steel_sand
$mat_steel_static_molten,steel_static_molten
$mat_steel_static_strong,steel_grey_static
$mat_steel_static_strong,steel_static_strong
$mat_steel_static_unmeltable,steel_static_unmeltable
$mat_steelfrost_static,steelfrost_static
$mat_steelmoss_slanted_molten,steelmoss_slanted_molten
$mat_steelmoss_slanted,steelmoss_slanted
$mat_steelmoss_static_molten,steelmoss_static_molten
$mat_steelmoss_static,steelmoss_static
$mat_steelpipe_static,steelpipe_static
$mat_steelrusted,steel_rusted_no_holes
$mat_steelrusted,steelmoss_static
$mat_steelsmoke_static_molten,steelsmoke_static_molten
$mat_steelsmoke_static,steelsmoke_static
$mat_templebrick_box2d,templebrick_box2d
$mat_templebrick_box2d,templebrick_box2d_edgetiles
$mat_templebrick_diamond_static,templebrick_diamond_static
$mat_templebrick_golden_static,templebrick_golden_static
$mat_templebrick_moss_static,templebrick_moss_static
$mat_templebrick_noedge_static,templebrick_noedge_static
$mat_templebrick_red,templebrick_red
$mat_templebrick_static_ruined,templebrick_static_ruined
$mat_templebrick_static,templebrick_static
$mat_templebrick_static,templebrick_static_broken
$mat_templebrick_static,templebrick_static_soft
$mat_templebrick_thick_static,templebrick_thick_static
$mat_templebrick_thick_static,templebrick_thick_static_noedge
$mat_templebrickdark_static,templebrickdark_static
$mat_templeslab_crumbling_static,templeslab_crumbling_static
$mat_templeslab_static,templeslab_static
$mat_the_end,the_end
$mat_tube_physics,tube_physics
$mat_void_liquid,void_liquid
$mat_vomit,vomit
$mat_water_fading,water_fading
$mat_water_salt,water_salt
$mat_wizardstone,wizardstone
$mat_wood_player_b2_vertical,wood_player_b2_vertical
$mat_wood_prop_durable,wood_prop_durable
$mat_wood_prop,wood_prop
$mat_wood_prop,wood_prop_noplayerhit
$mat_wood_static_gas,wood_static_gas
$mat_wood_static_vertical,wood_static_vertical
$mat_wood_static_wet,wood_static_wet
$mat_wood_static,wood_burns_forever
$mat_wood_trailer,wood_trailer
$mat_wood_wall,wood_wall
$mat_wood,wood_tree
$mat_aluminium_oxide,aluminium_oxide
$mat_aluminium,aluminium
$mat_brick,brick
$mat_concrete_collapsed,concrete_collapsed
$mat_crystal_magic,crystal_magic
$mat_crystal,crystal
$mat_fuse,fuse
$mat_glass_brittle,glass_brittle
$mat_glass_liquidcave,glass_liquidcave
$mat_glass,glass
$mat_ice_b2,ice_b2
$mat_ice_ceiling,ice_ceiling
$mat_ice_glass_b2,ice_glass_b2
$mat_ice_glass,ice_glass
$mat_ice_melting_perf_killer,ice_melting_perf_killer
$mat_magic_crystal,magic_crystal
$mat_meat_slime,meat_slime
$mat_meat,meat
$mat_metal_rust_barrel_rust,metal_rust_barrel_rust
$mat_metal_rust_rust,metal_rust_rust
$mat_meteorite_crackable,meteorite_crackable
$mat_meteorite_green,meteorite_green
$mat_meteorite,meteorite
$mat_meteorite,meteorite_test
$mat_neon_tube_purple,neon_tube_purple
$mat_physics_throw_material_part2,physics_throw_material_part2
$mat_plastic,plastic
$mat_rock_box2d,rock_box2d
$mat_rock_eroding,rock_eroding
$mat_rock_loose,rock_loose
$mat_rock_static_box2d,rock_static_box2d
$mat_snow_b2,snow_b2
$mat_steel_rust,steel_rust
$mat_steel,steel
$mat_sulphur,sulphur_box2d
$mat_tnt,tnt
$mat_tnt,tnt_static
$mat_waterrock,waterrock
$mat_wax_b2,wax_b2
$mat_wood_loose,wood_loose
$mat_wood_player_b2,wood_player_b2
$mat_wood,wood
